timestamp,hour,sin_hour,cos_hour,temperature_c,demand_mw,solar_wm2,wind_ms,grid_price_inr_kwh
2025-01-04 10:00,10,0.5,-0.866,22.22,511.45,704.72,7.25,4.27
2025-01-04 11:00,11,0.2588,-0.9659,20.47,545.69,819.92,7.73,4.1524
2025-01-04 12:00,12,0.0,-1.0,20.98,519.03,784.33,1.41,5.0328
2025-01-04 13:00,13,-0.2588,-0.9659,22.04,426.38,816.96,5.29,4.1915
2025-01-04 14:00,14,-0.5,-0.866,24.37,394.84,737.7,5.22,4.1254
2025-01-04 15:00,15,-0.7071,-0.7071,23.29,439.32,607.09,0.62,4.95
2025-01-04 16:00,16,-0.866,-0.5,21.4,505.01,385.9,3.56,5.3489
2025-01-04 17:00,17,-0.9659,-0.2588,22.01,560.04,225.62,10.25,5.3299
2025-01-04 18:00,18,-1.0,-0.0,20.15,540.54,0.0,4.95,5.0397
2025-01-04 19:00,19,-0.9659,0.2588,20.01,426.19,0.0,9.05,4.0341
2025-01-04 20:00,20,-0.866,0.5,15.95,375.02,17.95,5.84,3.7448
2025-01-04 21:00,21,-0.7071,0.7071,14.96,407.47,50.35,0.93,4.1515
2025-01-04 22:00,22,-0.5,0.866,13.41,510.24,1.28,1.56,4.0569
2025-01-04 23:00,23,-0.2588,0.9659,10.56,540.05,0.0,6.22,4.0133
2025-01-05 00:00,0,0.0,1.0,12.25,515.62,4.72,4.95,3.3887
2025-01-05 01:00,1,0.2588,0.9659,11.6,439.49,23.48,2.03,3.4935
2025-01-05 02:00,2,0.5,0.866,11.01,375.95,15.52,5.37,2.5094
2025-01-05 03:00,3,0.7071,0.7071,10.85,410.28,68.58,7.09,2.9398
2025-01-05 04:00,4,0.866,0.5,10.0,516.94,0.0,6.5,3.3747
2025-01-05 05:00,5,0.9659,0.2588,12.13,552.03,6.31,2.92,4.1531
2025-01-05 06:00,6,1.0,0.0,13.49,506.11,38.72,3.01,4.1036
2025-01-05 07:00,7,0.9659,-0.2588,14.24,412.64,257.15,10.2,2.6836
2025-01-05 08:00,8,0.866,-0.5,16.76,407.07,376.25,8.13,2.9817
2025-01-05 09:00,9,0.7071,-0.7071,19.16,456.58,600.96,3.4,4.2048
2025-01-05 10:00,10,0.5,-0.866,22.83,516.67,773.23,7.25,4.611
2025-01-05 11:00,11,0.2588,-0.9659,21.5,537.29,893.3,2.31,4.9801
2025-01-05 12:00,12,0.0,-1.0,22.58,513.17,867.59,2.58,4.6409
2025-01-05 13:00,13,-0.2588,-0.9659,22.68,417.01,811.84,2.46,4.5152
2025-01-05 14:00,14,-0.5,-0.866,20.12,415.87,710.89,1.67,4.2451
2025-01-05 15:00,15,-0.7071,-0.7071,22.76,438.73,656.51,7.64,4.4022
2025-01-05 16:00,16,-0.866,-0.5,22.29,485.98,443.22,5.11,5.1557
2025-01-05 17:00,17,-0.9659,-0.2588,24.94,545.49,198.79,3.01,5.8356
2025-01-05 18:00,18,-1.0,-0.0,19.71,519.45,0.0,7.56,5.284
2025-01-05 19:00,19,-0.9659,0.2588,19.01,432.5,7.75,7.01,4.2012
2025-01-05 20:00,20,-0.866,0.5,16.95,395.86,13.6,1.79,4.0106
2025-01-05 21:00,21,-0.7071,0.7071,13.69,419.13,0.0,5.59,3.5508
2025-01-05 22:00,22,-0.5,0.866,15.71,521.0,0.0,6.22,3.8109
2025-01-05 23:00,23,-0.2588,0.9659,13.89,540.27,0.0,6.17,3.862
2025-01-06 00:00,0,0.0,1.0,12.99,480.15,25.99,6.23,3.2933
2025-01-06 01:00,1,0.2588,0.9659,10.0,431.93,0.0,2.37,3.0631
2025-01-06 02:00,2,0.5,0.866,13.1,414.72,11.66,3.38,3.1463
2025-01-06 03:00,3,0.7071,0.7071,10.0,431.7,35.56,7.5,2.4228
2025-01-06 04:00,4,0.866,0.5,12.68,538.57,5.5,8.32,3.3959
2025-01-06 05:00,5,0.9659,0.2588,16.04,556.43,0.0,3.15,4.6949
2025-01-06 06:00,6,1.0,0.0,12.51,517.58,4.85,0.84,3.9436
2025-01-06 07:00,7,0.9659,-0.2588,14.6,435.57,221.58,7.71,3.508
2025-01-06 08:00,8,0.866,-0.5,17.15,398.98,456.15,3.78,3.469
2025-01-06 09:00,9,0.7071,-0.7071,17.8,433.55,608.81,3.48,3.8916
2025-01-06 10:00,10,0.5,-0.866,17.67,507.97,722.51,3.59,4.6902
2025-01-06 11:00,11,0.2588,-0.9659,21.35,557.96,847.23,4.03,4.8767
2025-01-06 12:00,12,0.0,-1.0,20.6,498.46,880.76,3.79,4.6982
2025-01-06 13:00,13,-0.2588,-0.9659,23.51,421.36,787.58,5.03,4.3421
2025-01-06 14:00,14,-0.5,-0.866,21.62,383.15,774.44,1.58,4.2386
2025-01-06 15:00,15,-0.7071,-0.7071,25.12,468.18,610.16,10.38,4.45
2025-01-06 16:00,16,-0.866,-0.5,21.02,520.46,432.08,9.13,4.9254
2025-01-06 17:00,17,-0.9659,-0.2588,20.76,554.57,245.16,9.08,4.9172
2025-01-06 18:00,18,-1.0,-0.0,21.22,496.64,0.0,8.0,4.6755
2025-01-06 19:00,19,-0.9659,0.2588,16.71,446.85,23.85,5.72,4.2792
2025-01-06 20:00,20,-0.866,0.5,17.34,398.25,0.0,2.75,4.0747
2025-01-06 21:00,21,-0.7071,0.7071,17.41,440.71,0.0,1.24,3.8598
2025-01-06 22:00,22,-0.5,0.866,11.59,497.85,0.0,1.78,4.0148
2025-01-06 23:00,23,-0.2588,0.9659,13.03,552.4,14.18,3.44,3.9128
2025-01-07 00:00,0,0.0,1.0,12.19,506.14,0.0,4.6,3.7509
2025-01-07 01:00,1,0.2588,0.9659,12.38,426.02,40.25,12.3,2.0751
2025-01-07 02:00,2,0.5,0.866,10.0,411.01,29.73,4.16,3.1897
2025-01-07 03:00,3,0.7071,0.7071,10.0,414.43,33.34,4.74,2.7499
2025-01-07 04:00,4,0.866,0.5,12.59,520.97,3.12,5.99,3.5103
2025-01-07 05:00,5,0.9659,0.2588,13.2,560.27,6.45,2.46,4.3108
2025-01-07 06:00,6,1.0,0.0,14.38,499.31,0.0,9.04,3.8415
2025-01-07 07:00,7,0.9659,-0.2588,15.97,425.2,244.89,4.77,3.7731
2025-01-07 08:00,8,0.866,-0.5,15.98,396.65,434.5,3.13,3.4769
2025-01-07 09:00,9,0.7071,-0.7071,18.9,441.73,615.22,9.1,3.262
2025-01-07 10:00,10,0.5,-0.866,20.44,510.21,778.33,5.45,4.1155
2025-01-07 11:00,11,0.2588,-0.9659,20.17,556.5,805.89,4.47,4.8929
2025-01-07 12:00,12,0.0,-1.0,24.99,538.94,846.85,5.12,5.2306
2025-01-07 13:00,13,-0.2588,-0.9659,23.51,429.88,829.2,6.46,4.4552
2025-01-07 14:00,14,-0.5,-0.866,21.21,374.27,712.74,2.25,4.2299
2025-01-07 15:00,15,-0.7071,-0.7071,23.78,449.89,596.35,7.78,4.7025
2025-01-07 16:00,16,-0.866,-0.5,20.73,537.75,437.32,9.85,5.2015
2025-01-07 17:00,17,-0.9659,-0.2588,22.42,555.89,211.86,5.03,5.75
2025-01-07 18:00,18,-1.0,-0.0,21.74,496.18,32.72,5.89,5.2366
2025-01-07 19:00,19,-0.9659,0.2588,17.32,435.64,0.0,7.71,3.9448
2025-01-07 20:00,20,-0.866,0.5,18.45,383.22,28.07,3.77,4.0914
2025-01-07 21:00,21,-0.7071,0.7071,16.07,447.14,16.53,12.22,3.4356
2025-01-07 22:00,22,-0.5,0.866,15.23,492.23,0.0,5.87,4.0225
2025-01-07 23:00,23,-0.2588,0.9659,15.6,545.5,0.0,4.09,4.4876
2025-01-08 00:00,0,0.0,1.0,11.44,497.43,0.0,5.85,3.5027
2025-01-08 01:00,1,0.2588,0.9659,10.07,439.4,0.0,4.72,2.9751
2025-01-08 02:00,2,0.5,0.866,10.0,394.5,26.18,1.89,2.6589
2025-01-08 03:00,3,0.7071,0.7071,10.0,440.15,0.0,6.93,2.7952
2025-01-08 04:00,4,0.866,0.5,11.69,512.84,29.07,5.01,3.6649
2025-01-08 05:00,5,0.9659,0.2588,13.27,535.2,0.0,6.93,3.9377
2025-01-08 06:00,6,1.0,0.0,14.42,521.9,17.68,2.26,4.4152
2025-01-08 07:00,7,0.9659,-0.2588,16.69,436.77,202.06,4.84,3.9467
2025-01-08 08:00,8,0.866,-0.5,17.02,385.17,400.86,6.63,3.4677
2025-01-08 09:00,9,0.7071,-0.7071,20.73,471.11,598.36,11.6,3.666
2025-01-08 10:00,10,0.5,-0.866,19.6,519.65,719.5,8.08,4.0663
2025-01-08 11:00,11,0.2588,-0.9659,25.32,547.7,782.47,7.77,4.9432
2025-01-08 12:00,12,0.0,-1.0,23.13,533.73,845.44,2.93,5.5033
2025-01-08 13:00,13,-0.2588,-0.9659,21.51,465.13,823.7,7.42,4.3358
2025-01-08 14:00,14,-0.5,-0.866,21.39,397.82,767.83,2.37,4.2294
2025-01-08 15:00,15,-0.7071,-0.7071,23.52,442.71,624.46,2.58,4.9134
2025-01-08 16:00,16,-0.866,-0.5,21.86,497.68,455.5,1.88,5.3271
2025-01-08 17:00,17,-0.9659,-0.2588,22.31,547.79,238.01,7.68,5.3432
2025-01-08 18:00,18,-1.0,-0.0,20.71,509.51,8.32,1.86,5.6793
2025-01-08 19:00,19,-0.9659,0.2588,18.44,440.27,0.0,2.12,4.6995
2025-01-08 20:00,20,-0.866,0.5,15.73,404.99,3.75,2.92,4.2307
2025-01-08 21:00,21,-0.7071,0.7071,13.17,445.9,14.92,5.07,3.746
2025-01-08 22:00,22,-0.5,0.866,13.33,516.06,36.44,8.01,4.033
2025-01-08 23:00,23,-0.2588,0.9659,14.04,531.84,17.16,4.05,4.2796
2025-01-09 00:00,0,0.0,1.0,12.12,498.42,31.01,4.89,3.701
2025-01-09 01:00,1,0.2588,0.9659,10.0,429.3,0.0,2.35,3.2626
2025-01-09 02:00,2,0.5,0.866,11.26,395.77,0.0,3.06,3.3582
2025-01-09 03:00,3,0.7071,0.7071,11.78,453.26,10.73,2.09,3.6125
2025-01-09 04:00,4,0.866,0.5,10.48,495.06,29.02,3.99,3.3425
2025-01-09 05:00,5,0.9659,0.2588,12.99,544.64,0.0,5.2,4.1052
2025-01-09 06:00,6,1.0,0.0,14.09,526.8,0.0,3.18,4.2754
2025-01-09 07:00,7,0.9659,-0.2588,13.73,433.0,237.17,7.52,3.7261
2025-01-09 08:00,8,0.866,-0.5,17.54,406.91,396.85,10.97,3.3945
2025-01-09 09:00,9,0.7071,-0.7071,19.39,435.41,641.23,1.97,4.4512
2025-01-09 10:00,10,0.5,-0.866,21.62,516.35,714.14,0.74,4.7404
2025-01-09 11:00,11,0.2588,-0.9659,22.82,546.57,773.07,6.87,5.0078
2025-01-09 12:00,12,0.0,-1.0,20.13,522.51,850.25,2.53,4.5539
2025-01-09 13:00,13,-0.2588,-0.9659,21.39,414.32,863.5,3.63,3.8612
2025-01-09 14:00,14,-0.5,-0.866,23.77,394.55,750.78,3.89,4.2354
2025-01-09 15:00,15,-0.7071,-0.7071,23.57,441.95,619.82,8.67,4.6554
2025-01-09 16:00,16,-0.866,-0.5,22.97,520.51,426.03,5.7,4.9675
2025-01-09 17:00,17,-0.9659,-0.2588,27.02,572.39,216.19,1.12,6.1787
2025-01-09 18:00,18,-1.0,-0.0,20.86,506.63,0.0,0.67,5.7312
2025-01-09 19:00,19,-0.9659,0.2588,20.26,459.69,0.0,2.59,4.989
2025-01-09 20:00,20,-0.866,0.5,18.43,390.11,4.91,3.4,4.4383
2025-01-09 21:00,21,-0.7071,0.7071,16.42,457.43,32.81,4.48,3.9943
2025-01-09 22:00,22,-0.5,0.866,13.53,524.76,8.6,7.42,3.7847
2025-01-09 23:00,23,-0.2588,0.9659,13.9,536.3,15.59,3.38,3.8908
2025-01-10 00:00,0,0.0,1.0,10.64,517.11,39.59,3.78,3.5475
2025-01-10 01:00,1,0.2588,0.9659,10.85,436.73,8.22,3.48,2.8888
2025-01-10 02:00,2,0.5,0.866,10.27,409.38,0.0,0.52,2.7567
2025-01-10 03:00,3,0.7071,0.7071,11.33,434.15,0.0,9.69,3.0815
2025-01-10 04:00,4,0.866,0.5,15.28,507.89,50.56,2.13,4.0085
2025-01-10 05:00,5,0.9659,0.2588,10.0,570.54,13.16,3.2,4.6958
2025-01-10 06:00,6,1.0,0.0,15.03,511.02,0.0,2.05,4.2009
2025-01-10 07:00,7,0.9659,-0.2588,13.03,449.9,190.72,4.52,3.5698
2025-01-10 08:00,8,0.866,-0.5,16.29,396.62,456.33,9.02,2.9291
2025-01-10 09:00,9,0.7071,-0.7071,20.19,462.5,575.1,1.79,4.2235
2025-01-10 10:00,10,0.5,-0.866,20.1,502.32,782.47,4.19,4.5514
2025-01-10 11:00,11,0.2588,-0.9659,19.63,540.79,752.13,0.83,5.148
2025-01-10 12:00,12,0.0,-1.0,21.12,535.37,885.56,6.68,4.794
2025-01-10 13:00,13,-0.2588,-0.9659,23.81,430.83,833.21,5.57,4.5872
2025-01-10 14:00,14,-0.5,-0.866,21.9,424.02,739.09,6.03,4.4652
2025-01-10 15:00,15,-0.7071,-0.7071,23.12,450.88,596.65,4.4,4.5275
2025-01-10 16:00,16,-0.866,-0.5,22.26,510.18,472.27,8.49,4.6932
2025-01-10 17:00,17,-0.9659,-0.2588,20.27,522.8,237.67,3.99,5.2445
2025-01-10 18:00,18,-1.0,-0.0,23.22,512.21,0.0,4.67,6.1162
2025-01-10 19:00,19,-0.9659,0.2588,19.5,439.02,0.0,6.0,4.5417
2025-01-10 20:00,20,-0.866,0.5,13.96,417.51,4.43,4.72,3.8257
2025-01-10 21:00,21,-0.7071,0.7071,15.73,461.33,0.0,2.52,4.2943
2025-01-10 22:00,22,-0.5,0.866,13.01,502.23,0.0,3.4,3.8881
2025-01-10 23:00,23,-0.2588,0.9659,14.04,562.02,0.0,1.71,4.4776
2025-01-11 00:00,0,0.0,1.0,10.62,523.98,0.0,4.14,3.8708
2025-01-11 01:00,1,0.2588,0.9659,11.03,453.6,0.23,5.33,3.0923
2025-01-11 02:00,2,0.5,0.866,11.76,407.48,18.15,1.95,2.9143
2025-01-11 03:00,3,0.7071,0.7071,12.5,408.36,37.32,5.49,2.853
2025-01-11 04:00,4,0.866,0.5,10.0,510.17,22.72,8.22,3.2068
2025-01-11 05:00,5,0.9659,0.2588,12.26,532.66,0.0,3.53,3.7889
2025-01-11 06:00,6,1.0,0.0,13.29,509.46,9.22,2.76,4.0767
2025-01-11 07:00,7,0.9659,-0.2588,14.47,452.2,221.57,8.22,3.1662
2025-01-11 08:00,8,0.866,-0.5,19.65,404.58,391.7,5.97,3.3892
2025-01-11 09:00,9,0.7071,-0.7071,19.16,454.72,611.0,1.84,3.9694
2025-01-11 10:00,10,0.5,-0.866,18.11,517.63,782.54,3.98,4.5617
2025-01-11 11:00,11,0.2588,-0.9659,22.62,530.53,821.85,5.82,4.9951
2025-01-11 12:00,12,0.0,-1.0,25.38,474.69,810.15,5.08,4.3811
2025-01-11 13:00,13,-0.2588,-0.9659,24.34,439.73,821.79,5.4,4.7488
2025-01-11 14:00,14,-0.5,-0.866,20.72,396.79,705.78,5.03,3.8848
2025-01-11 15:00,15,-0.7071,-0.7071,22.07,422.85,622.63,6.96,4.4156
2025-01-11 16:00,16,-0.866,-0.5,24.1,486.99,438.12,3.42,5.229
2025-01-11 17:00,17,-0.9659,-0.2588,20.18,538.98,215.72,6.11,5.3115
2025-01-11 18:00,18,-1.0,-0.0,20.67,509.58,0.0,11.95,4.422
2025-01-11 19:00,19,-0.9659,0.2588,19.71,447.49,0.0,3.87,4.2513
2025-01-11 20:00,20,-0.866,0.5,15.61,402.83,0.21,6.88,3.4908
2025-01-11 21:00,21,-0.7071,0.7071,15.36,461.62,0.0,2.92,4.1945
2025-01-11 22:00,22,-0.5,0.866,10.0,496.97,0.0,3.16,4.2034
2025-01-11 23:00,23,-0.2588,0.9659,11.22,563.22,28.47,9.09,3.4733
2025-01-12 00:00,0,0.0,1.0,11.42,513.21,0.0,0.89,3.8834
2025-01-12 01:00,1,0.2588,0.9659,10.0,447.92,4.18,2.72,3.0413
2025-01-12 02:00,2,0.5,0.866,13.45,393.45,7.13,4.47,2.8975
2025-01-12 03:00,3,0.7071,0.7071,10.0,453.58,8.05,3.94,2.7697
2025-01-12 04:00,4,0.866,0.5,11.14,516.93,0.0,5.48,3.9126
2025-01-12 05:00,5,0.9659,0.2588,12.95,539.81,0.0,2.54,4.2267
2025-01-12 06:00,6,1.0,0.0,16.16,512.32,0.0,1.49,4.6704
2025-01-12 07:00,7,0.9659,-0.2588,13.29,433.91,229.89,3.73,3.5383
2025-01-12 08:00,8,0.866,-0.5,18.74,407.34,406.8,4.74,3.7136
2025-01-12 09:00,9,0.7071,-0.7071,18.57,419.8,592.17,5.0,3.9479
2025-01-12 10:00,10,0.5,-0.866,18.53,512.06,789.3,5.28,4.2825
2025-01-12 11:00,11,0.2588,-0.9659,21.94,555.93,774.9,4.91,4.9729
2025-01-12 12:00,12,0.0,-1.0,22.49,513.0,831.12,2.92,4.7408
2025-01-12 13:00,13,-0.2588,-0.9659,21.9,457.7,868.45,6.61,4.1515
2025-01-12 14:00,14,-0.5,-0.866,23.1,411.61,735.01,1.67,4.3657
2025-01-12 15:00,15,-0.7071,-0.7071,22.22,437.39,583.39,2.59,4.5915
2025-01-12 16:00,16,-0.866,-0.5,22.37,515.75,454.22,6.38,5.2682
2025-01-12 17:00,17,-0.9659,-0.2588,22.24,554.43,221.38,3.15,5.9837
2025-01-12 18:00,18,-1.0,-0.0,22.38,518.55,0.0,4.54,5.1218
2025-01-12 19:00,19,-0.9659,0.2588,16.7,410.12,4.81,3.46,4.2975
2025-01-12 20:00,20,-0.866,0.5,20.2,395.48,0.0,4.63,3.9857
2025-01-12 21:00,21,-0.7071,0.7071,12.52,415.23,0.0,3.59,3.8714
2025-01-12 22:00,22,-0.5,0.866,13.77,531.67,0.0,12.48,3.5886
2025-01-12 23:00,23,-0.2588,0.9659,13.64,549.09,0.0,3.66,4.1711
2025-01-13 00:00,0,0.0,1.0,12.23,509.6,0.27,5.46,3.436
2025-01-13 01:00,1,0.2588,0.9659,10.27,450.95,8.86,8.14,2.5087
2025-01-13 02:00,2,0.5,0.866,10.69,406.33,21.33,5.54,2.8736
2025-01-13 03:00,3,0.7071,0.7071,10.46,420.57,28.2,5.02,2.9399
2025-01-13 04:00,4,0.866,0.5,10.92,511.44,0.0,5.05,3.6722
2025-01-13 05:00,5,0.9659,0.2588,14.03,544.97,12.49,4.56,4.0352
2025-01-13 06:00,6,1.0,0.0,14.54,486.33,12.31,7.06,3.7624
2025-01-13 07:00,7,0.9659,-0.2588,14.41,427.15,228.19,1.25,3.9547
2025-01-13 08:00,8,0.866,-0.5,18.35,397.25,413.01,8.09,3.5255
2025-01-13 09:00,9,0.7071,-0.7071,19.01,435.78,575.34,5.17,3.6212
2025-01-13 10:00,10,0.5,-0.866,21.22,490.27,748.67,7.56,4.0248
2025-01-13 11:00,11,0.2588,-0.9659,22.19,567.27,778.37,0.56,5.071
2025-01-13 12:00,12,0.0,-1.0,20.95,510.97,843.3,7.85,4.4516
2025-01-13 13:00,13,-0.2588,-0.9659,21.96,438.06,757.2,1.97,4.784
2025-01-13 14:00,14,-0.5,-0.866,24.12,406.01,702.71,6.22,4.232
2025-01-13 15:00,15,-0.7071,-0.7071,23.71,425.68,579.11,4.04,4.5171
2025-01-13 16:00,16,-0.866,-0.5,22.16,519.35,452.42,5.88,5.0011
2025-01-13 17:00,17,-0.9659,-0.2588,21.42,544.49,237.2,5.47,5.7792
2025-01-13 18:00,18,-1.0,-0.0,21.92,499.05,0.0,2.32,5.6231
2025-01-13 19:00,19,-0.9659,0.2588,17.67,446.1,18.23,4.68,4.5473
2025-01-13 20:00,20,-0.866,0.5,17.82,422.38,22.19,3.13,4.2301
2025-01-13 21:00,21,-0.7071,0.7071,15.14,448.37,0.0,4.99,3.8542
2025-01-13 22:00,22,-0.5,0.866,13.67,526.34,0.0,6.37,3.7991
2025-01-13 23:00,23,-0.2588,0.9659,14.41,542.19,0.0,1.6,4.1164
2025-01-14 00:00,0,0.0,1.0,13.04,488.54,0.0,4.68,3.4443
2025-01-14 01:00,1,0.2588,0.9659,12.42,459.85,0.0,5.39,3.0266
2025-01-14 02:00,2,0.5,0.866,12.96,430.82,9.18,3.25,3.0778
2025-01-14 03:00,3,0.7071,0.7071,11.24,460.64,7.0,9.62,2.8304
